,lat,lon,minutes_remaining,period,playoffs,shot_distance,shot_made_flag
22703,33.7803,-118.2688,4,3,0,26,0.0
22705,33.7723,-118.2768,3,3,0,27,0.0
22706,33.9393,-118.4948,4,4,0,24,0.0
22711,33.8613,-118.0968,10,1,0,25,1.0
22712,33.8803,-118.0908,9,1,0,24,0.0
22715,34.0423,-118.0378,4,1,0,23,1.0
22718,33.8163,-118.4328,4,2,0,28,0.0
22721,33.9233,-118.0368,0,2,0,26,0.0
22730,34.0503,-118.0348,7,2,0,23,0.0
22731,33.8703,-118.0378,2,2,0,29,0.0
22733,33.8393,-118.0318,5,3,0,31,0.0
22734,33.9433,-118.0498,5,3,0,24,0.0
22739,34.0133,-118.4968,6,1,0,22,0.0
22742,33.9103,-118.4798,3,1,0,24,0.0
22744,33.8563,-118.1138,8,1,0,24,1.0
22745,33.8313,-118.4068,7,1,0,25,0.0
22748,33.7853,-118.2478,2,1,0,25,0.0
22752,33.8253,-118.1058,1,2,0,27,0.0
22759,33.8613,-118.0928,6,3,0,25,1.0
22760,33.8123,-118.1688,4,3,0,25,0.0
22761,33.8703,-118.0958,4,3,0,24,1.0
22764,33.9243,-118.0568,2,3,0,24,0.0
22769,33.8793,-118.0658,0,4,0,26,0.0
22770,33.8123,-118.3658,0,4,0,25,0.0
22773,33.7873,-118.3898,8,1,0,28,0.0
22785,33.8613,-118.0908,10,1,0,25,0.0
22789,34.0553,-118.0298,4,1,0,24,1.0
22794,33.7953,-118.3358,0,2,0,25,0.0
22799,33.8393,-118.4388,3,3,0,26,0.0
22800,33.7953,-118.3888,2,4,0,27,0.0
22801,33.8153,-118.4068,2,4,0,26,0.0
22802,33.8073,-118.1828,11,1,0,25,1.0
22803,33.7853,-118.2458,10,1,0,26,0.0
22806,34.0263,-118.5018,6,1,0,23,1.0
22807,33.7753,-118.3668,4,1,0,28,0.0
22810,33.8953,-118.0448,2,1,0,26,0.0
22811,33.8313,-118.1108,0,1,0,26,1.0
22812,33.8153,-118.1268,0,1,0,26,0.0
22815,33.7713,-118.2758,6,4,0,27,0.0
22819,33.9053,-118.0568,8,1,0,25,1.0
22823,34.0423,-118.5068,2,1,0,23,0.0
22824,33.8393,-118.4538,0,1,0,27,1.0
22826,33.9573,-118.0398,6,3,0,24,0.0
22827,33.9383,-118.0468,5,3,0,24,0.0
22829,33.8313,-118.4738,4,3,0,29,1.0
22833,33.8663,-118.4508,2,3,0,25,0.0
22836,33.7673,-118.2498,0,3,0,27,1.0
22837,33.9293,-118.0478,3,4,0,25,0.0
22838,33.8513,-118.4328,2,4,0,25,0.0
22839,33.8053,-118.2278,11,1,0,24,0.0
22841,33.8753,-118.4458,7,1,0,24,1.0
22842,33.8363,-118.4308,6,1,0,26,0.0
22843,33.8363,-118.4178,5,1,0,25,1.0
22845,33.9293,-118.4948,4,1,0,25,1.0
22848,33.8883,-118.0878,0,1,0,23,0.0
22850,33.8413,-118.4278,5,3,0,25,0.0
22851,33.8413,-118.1328,11,1,0,24,0.0
22860,33.9053,-118.0748,3,1,0,23,1.0
22862,33.8563,-118.4358,1,1,0,25,0.0
22863,33.8073,-118.3038,0,1,0,23,0.0
22864,34.0553,-118.4928,5,2,0,22,0.0
22866,33.8563,-118.4258,3,2,0,24,1.0
22867,33.8513,-118.4528,3,2,0,26,0.0
22868,33.9243,-118.4868,2,2,0,24,0.0
22873,33.8073,-118.3658,9,3,0,25,0.0
22875,33.7313,-118.3018,9,3,0,31,0.0
22877,33.8073,-118.1878,7,3,0,25,0.0
22878,33.8513,-118.4568,6,3,0,26,0.0
22881,34.0183,-118.0418,4,3,0,22,1.0
22882,33.8753,-118.0908,3,3,0,24,0.0
22884,33.8393,-118.4378,0,3,0,26,0.0
22885,34.0543,-118.5068,11,4,0,23,0.0
22888,33.8463,-118.4378,9,4,0,25,1.0
22889,33.8073,-118.2268,8,4,0,24,1.0
22890,33.8643,-118.1038,8,4,0,24,0.0
22899,33.9343,-118.5018,0,4,0,25,1.0
22903,33.8633,-118.4118,8,2,0,23,1.0
22904,34.0443,-118.2698,6,2,0,0,0.0
22907,33.8213,-118.3338,2,2,0,23,1.0
22910,33.8373,-118.3728,1,3,0,23,1.0
22912,33.8693,-118.4248,9,4,0,23,0.0
22918,34.0453,-118.0368,3,2,0,23,0.0
22920,33.9043,-118.0818,0,4,0,23,1.0
22922,33.8563,-118.1148,9,2,0,24,0.0
22924,33.9513,-118.0608,7,2,0,22,0.0
22927,33.8153,-118.2078,5,2,0,23,1.0
22930,33.8893,-118.4398,0,3,0,23,1.0
22932,33.8563,-118.1318,0,4,0,23,1.0
22934,34.0513,-118.0408,0,2,0,22,0.0
22935,33.8323,-118.4208,10,2,0,26,1.0
22939,33.8413,-118.1388,1,4,0,24,1.0
22941,33.7933,-118.4248,0,1,0,29,0.0
22942,33.7803,-118.2668,8,2,0,26,0.0
22944,33.8283,-118.3468,0,3,0,22,1.0
22945,33.8303,-118.3618,10,4,0,23,1.0
22953,33.8993,-118.4598,1,3,0,23,0.0
22956,33.8453,-118.1428,0,4,0,23,0.0
22969,33.8453,-118.4098,8,4,0,24,0.0
22970,33.8823,-118.4508,7,4,0,24,0.0
22972,33.9153,-118.4598,5,4,0,22,0.0
22976,33.8543,-118.1368,6,2,0,23,0.0
22977,33.8863,-118.0948,7,2,0,23,1.0
22981,33.7983,-118.2638,0,5,0,24,0.0
22982,34.0313,-118.5028,3,1,0,23,1.0
22984,33.8673,-118.1238,8,2,0,22,0.0
22985,33.8993,-118.1018,3,1,0,22,0.0
22989,33.8893,-118.4468,10,2,0,23,0.0
22996,33.8343,-118.4138,1,3,0,25,0.0
23006,33.8863,-118.0908,0,2,0,23,1.0
23013,33.8563,-118.1498,0,2,0,22,0.0
23015,33.8653,-118.4048,10,4,0,22,1.0
23018,33.8583,-118.3948,5,4,0,22,0.0
23020,33.8433,-118.1628,6,2,0,22,0.0
23035,33.7503,-118.1368,0,1,0,32,0.0
23040,33.8153,-118.1498,0,4,0,25,0.0
23043,33.8433,-118.4248,11,2,0,25,1.0
23044,33.7893,-118.3248,8,2,0,26,1.0
23046,33.8453,-118.1428,3,2,0,23,0.0
23051,33.8373,-118.1598,6,4,0,23,1.0
23061,33.8693,-118.4418,10,2,0,24,1.0
23064,33.9083,-118.4678,5,3,0,24,0.0
23069,33.8523,-118.4028,8,2,0,23,1.0
23077,33.8823,-118.4418,7,1,0,23,0.0
23079,33.8153,-118.2838,1,2,0,22,0.0
23085,33.8603,-118.4288,0,4,0,24,0.0
23088,33.9153,-118.0648,4,2,0,24,0.0
23090,33.8413,-118.3918,1,2,0,23,0.0
23091,33.9213,-118.4638,11,3,0,22,0.0
23095,33.8473,-118.3968,6,4,0,23,1.0
23097,33.8893,-118.0998,1,4,0,23,0.0
23105,33.8243,-118.1538,0,4,0,24,0.0
23110,33.8843,-118.4488,5,3,0,24,0.0
23118,33.8653,-118.1188,9,2,0,23,1.0
23120,33.8083,-118.2058,6,2,0,24,0.0
23129,34.0213,-118.5048,0,1,0,23,1.0
23136,33.8763,-118.1128,5,4,0,22,0.0
23142,33.8153,-118.1648,4,1,0,25,0.0
23144,33.8263,-118.1648,6,3,0,24,1.0
23147,33.8303,-118.1708,0,4,0,23,0.0
23149,33.8523,-118.1598,10,2,0,22,0.0
23159,33.9063,-118.0758,3,4,0,23,0.0
23161,33.8783,-118.4268,5,2,0,22,0.0
23166,33.8193,-118.1778,0,2,0,24,0.0
23167,33.8803,-118.1038,7,4,0,23,0.0
23168,33.8863,-118.4508,6,4,0,24,0.0
23173,33.8303,-118.1758,9,2,0,23,1.0
23177,33.9823,-118.0408,1,4,0,23,0.0
23179,33.8343,-118.1598,0,1,0,23,1.0
23180,33.8473,-118.4248,11,2,0,25,1.0
23182,33.8803,-118.0978,5,2,0,23,1.0
23185,33.8733,-118.4398,3,2,0,24,0.0
23194,33.9363,-118.0608,4,3,0,23,1.0
23195,33.8583,-118.4208,2,3,0,23,1.0
23196,33.7803,-118.1838,2,3,0,27,0.0
23201,33.8763,-118.4358,1,4,0,23,1.0
23203,33.8373,-118.1558,11,2,0,23,0.0
23204,33.8063,-118.2778,10,2,0,23,0.0
23205,33.9173,-118.4768,4,3,0,24,0.0
23207,33.8433,-118.1108,0,3,0,25,1.0
23209,33.8783,-118.0798,10,4,0,25,0.0
23210,33.7953,-118.2338,5,4,0,25,0.0
23211,33.8473,-118.4118,1,1,0,24,1.0
23215,33.8023,-118.2708,1,4,0,24,1.0
23216,33.7893,-118.3468,0,4,0,26,0.0
23221,33.8243,-118.2208,6,4,0,22,0.0
23236,33.8153,-118.3358,9,3,0,23,0.0
23239,33.8473,-118.4158,11,4,0,24,1.0
23241,33.8153,-118.1778,10,4,0,24,0.0
23242,33.8763,-118.4228,11,1,0,22,0.0
23245,33.8973,-118.4438,7,1,0,22,0.0
23248,33.8323,-118.3558,4,2,0,22,0.0
23252,33.9993,-118.5008,0,3,0,23,0.0
23255,33.8023,-118.2698,3,5,0,24,1.0
23260,33.8263,-118.1388,7,2,0,25,1.0
23274,33.8063,-118.3818,0,4,0,26,0.0
23278,33.7933,-118.2988,7,2,0,25,1.0
23279,33.8113,-118.3298,3,2,0,24,0.0
23283,33.9793,-118.0518,9,4,0,22,0.0
23289,33.8153,-118.3118,2,3,0,23,1.0
23293,33.9103,-118.0758,4,4,0,23,1.0
23294,33.8583,-118.1338,3,4,0,23,0.0
23304,33.8133,-118.2698,2,3,0,23,0.0
23312,33.8283,-118.1818,10,4,0,23,1.0
23313,33.8653,-118.4288,0,4,0,23,0.0
23319,33.8543,-118.4228,10,2,0,24,0.0
23327,33.7983,-118.3568,5,2,0,26,0.0
23328,33.8323,-118.4108,3,2,0,25,0.0
23342,33.7923,-118.3058,0,3,0,25,0.0
23348,33.7773,-118.2368,11,2,0,26,0.0
23350,33.9143,-118.0558,10,2,0,25,0.0
23365,33.7813,-118.3738,0,3,0,28,0.0
23369,33.8303,-118.1188,9,4,0,26,1.0
23372,33.8173,-118.1358,4,4,0,26,1.0
23375,33.6613,-118.3678,0,1,0,39,0.0
23377,33.7943,-118.2468,0,3,0,25,1.0
23378,33.8003,-118.2108,0,3,0,25,0.0
23384,33.8073,-118.1788,2,2,0,25,0.0
23387,33.8303,-118.3868,6,4,0,24,0.0
23389,33.8093,-118.1508,1,1,0,26,0.0
23394,33.7873,-118.3248,9,2,0,26,0.0
23401,33.8323,-118.1378,11,4,0,24,1.0
23403,33.8203,-118.3958,9,4,0,25,0.0
23406,33.8413,-118.1188,3,4,0,25,0.0
23408,33.6693,-118.4188,0,1,0,40,0.0
23427,33.8303,-118.1358,3,4,0,25,0.0
23430,33.8483,-118.4468,0,1,0,26,0.0
23432,33.9103,-118.4818,7,2,0,25,1.0
23445,33.8803,-118.4578,1,4,0,24,0.0
23446,33.9013,-118.4728,1,4,0,24,0.0
23457,33.9233,-118.4818,6,4,0,24,1.0
23463,33.7903,-118.3208,0,1,0,25,0.0
23466,33.8413,-118.1188,11,4,0,25,1.0
23469,33.8433,-118.4638,8,4,0,27,0.0
23470,33.8413,-118.1228,0,4,0,25,1.0
23479,33.8173,-118.1288,0,1,0,26,1.0
23485,34.0193,-118.4968,4,3,0,22,0.0
23494,33.8173,-118.1468,0,3,0,25,1.0
23497,33.8263,-118.4088,9,4,0,25,0.0
23507,33.8323,-118.1208,9,4,0,25,0.0
23508,33.8323,-118.4238,7,4,0,26,1.0
23509,33.7853,-118.3118,6,4,0,26,1.0
23510,33.8263,-118.1248,5,4,0,26,0.0
23522,33.8023,-118.3508,4,3,0,25,1.0
23525,33.8093,-118.3568,6,4,0,25,0.0
23533,34.0623,-118.4968,7,2,0,22,1.0
23535,33.8263,-118.1548,1,2,0,24,1.0
23540,33.7983,-118.3398,8,4,0,25,0.0
23556,33.8243,-118.1418,2,4,0,25,0.0
23557,33.8353,-118.1138,0,4,0,26,0.0
23560,33.7983,-118.3608,9,2,0,26,1.0
23561,33.7873,-118.2728,8,2,0,25,1.0
23562,33.8133,-118.1618,7,2,0,25,0.0
23567,33.7773,-118.2878,0,2,0,26,0.0
23568,33.7963,-118.1568,1,3,0,27,0.0
23576,33.7923,-118.3758,2,4,0,27,0.0
23577,33.8373,-118.1098,0,4,0,26,1.0
23583,33.8993,-118.4768,10,2,0,25,0.0
23586,33.9743,-118.0408,2,3,0,23,0.0
23597,33.7793,-118.2838,11,2,0,26,1.0
23608,33.9033,-118.5118,6,4,0,28,0.0
23609,33.8393,-118.4598,3,4,0,27,1.0
23611,33.8903,-118.0648,2,4,0,25,1.0
23612,33.8883,-118.4968,1,4,0,27,0.0
23624,33.7963,-118.2728,10,4,0,24,0.0
23626,33.8823,-118.4538,8,4,0,24,1.0
23627,34.0363,-118.5068,7,4,0,23,0.0
23633,33.9763,-118.5008,7,2,0,24,0.0
23640,33.8413,-118.4238,2,3,0,25,0.0
23644,33.7943,-118.2908,4,1,0,25,0.0
23651,33.7983,-118.2758,6,2,0,24,0.0
23653,33.8523,-118.4318,0,3,0,25,1.0
23657,33.7923,-118.2318,2,1,0,25,0.0
23666,33.8583,-118.4468,1,3,0,25,1.0
23667,33.8203,-118.1338,0,3,0,26,1.0
23668,33.8093,-118.1528,11,4,0,26,0.0
23670,33.8093,-118.3698,4,4,0,25,0.0
23674,33.8503,-118.0988,9,2,0,25,0.0
23675,33.8903,-118.4918,3,3,0,27,0.0
23692,33.7853,-118.2928,8,4,0,26,0.0
23699,33.8323,-118.4188,0,3,0,25,1.0
23700,33.7813,-118.2468,6,4,0,26,1.0
23710,33.7873,-118.2878,5,3,0,25,0.0
23716,33.7683,-118.2388,0,4,0,27,1.0
23718,33.7983,-118.3638,0,4,0,26,0.0
23723,33.8503,-118.0988,2,3,0,25,1.0
23732,33.6763,-118.2838,0,3,0,36,0.0
23745,33.9083,-118.0538,6,4,0,25,0.0
23746,33.8003,-118.2448,6,4,0,24,0.0
23751,33.8863,-118.4598,0,1,0,24,0.0
23755,33.8323,-118.4188,9,4,0,25,0.0
23756,33.8003,-118.1568,10,2,0,26,1.0
23757,33.8353,-118.1378,9,2,0,24,0.0
23758,33.8503,-118.0858,6,2,0,26,0.0
23764,33.7853,-118.2798,1,1,0,25,1.0
23776,33.9163,-118.0538,5,3,0,25,1.0
23782,33.8373,-118.4128,2,1,0,25,1.0
23783,33.8023,-118.3098,1,1,0,24,0.0
23786,33.8583,-118.1138,3,3,0,24,1.0
23789,33.8153,-118.1868,8,4,0,24,1.0
23793,33.8453,-118.1158,4,1,0,25,1.0
23795,33.8303,-118.1228,4,2,0,25,0.0
23799,33.8203,-118.1528,3,3,0,25,0.0
23803,33.9663,-118.0348,8,4,0,24,0.0
23809,33.8133,-118.1338,0,1,0,26,0.0
23817,33.7873,-118.2878,5,3,0,25,0.0
23823,33.8203,-118.1288,3,4,0,26,0.0
23831,33.8073,-118.3808,7,3,0,26,1.0
23835,33.7833,-118.2408,10,4,0,26,1.0
23837,34.0153,-118.5118,8,4,0,24,0.0
23845,33.8223,-118.1418,8,2,0,25,0.0
23847,33.7873,-118.2558,0,2,0,25,1.0
23849,33.8653,-118.0818,4,3,0,25,1.0
23850,33.8113,-118.3848,4,3,0,25,0.0
23853,33.7623,-118.2778,0,3,0,28,0.0
23858,33.8133,-118.3848,1,1,0,25,1.0
23865,33.8993,-118.4728,4,4,0,24,0.0
23876,33.8883,-118.4768,4,4,0,25,1.0
23877,33.8203,-118.3938,3,4,0,25,1.0
23894,33.8113,-118.1568,7,2,0,25,0.0
23903,33.7293,-118.1588,0,5,0,33,0.0
23905,33.7773,-118.3248,11,2,0,27,0.0
23908,33.8283,-118.4188,3,2,0,26,1.0
23909,33.8113,-118.1418,1,2,0,26,1.0
23926,33.6483,-118.4298,0,4,0,42,0.0
23941,33.8753,-118.4558,9,2,0,25,1.0
23949,33.8283,-118.1548,4,4,0,24,1.0
23951,33.8243,-118.1568,1,4,0,24,0.0
23963,33.8933,-118.0648,11,4,0,25,1.0
23972,33.8483,-118.1338,2,1,0,23,1.0
23973,34.0173,-118.5048,1,1,0,23,0.0
23978,33.8733,-118.4668,8,2,0,26,0.0
23983,33.8223,-118.4128,0,4,0,26,0.0
23989,33.7853,-118.1918,5,2,0,27,1.0
23990,33.8653,-118.0948,4,2,0,25,0.0
23994,33.8433,-118.4278,6,4,0,25,0.0
24003,33.9483,-118.5048,1,3,0,25,0.0
24017,33.8283,-118.4148,8,4,0,26,0.0
24019,33.8243,-118.1528,6,4,0,24,0.0
24024,33.7813,-118.1848,0,3,0,27,0.0
24028,33.8243,-118.1438,1,1,0,25,0.0
24034,33.7623,-118.3138,0,3,0,28,1.0
24037,33.8373,-118.4258,1,1,0,25,1.0
24044,33.8953,-118.4818,4,3,0,25,0.0
24046,33.8503,-118.4358,10,2,0,25,1.0
24053,33.9873,-118.0458,9,4,0,23,0.0
24058,33.7703,-118.3158,4,2,0,27,0.0
24063,33.7833,-118.2498,5,4,0,26,0.0
24065,33.8283,-118.1358,9,2,0,25,1.0
24066,34.0493,-118.0308,3,3,0,23,1.0
24074,33.7923,-118.2968,1,3,0,25,0.0
24089,33.8243,-118.1468,6,4,0,25,1.0
24091,33.8023,-118.1808,4,4,0,25,0.0
24096,33.9573,-118.5028,0,3,0,24,0.0
24097,33.8783,-118.4598,8,4,0,25,0.0
24100,33.7983,-118.1718,1,2,0,26,0.0
24112,33.8243,-118.1288,0,2,0,26,0.0
24118,33.8353,-118.1378,8,2,0,24,1.0
24120,33.8243,-118.1468,7,2,0,25,0.0
24125,33.9383,-118.4898,8,3,0,24,1.0
24127,33.8113,-118.3358,7,3,0,24,0.0
24131,33.8073,-118.1888,5,2,0,25,1.0
24135,33.4703,-118.1438,0,3,0,58,0.0
24140,33.8003,-118.1658,4,2,0,26,1.0
24144,33.8633,-118.4408,1,3,0,24,0.0
24154,33.8633,-118.0778,5,4,0,26,0.0
24156,34.0493,-118.5138,2,5,0,24,0.0
24157,33.8803,-118.4748,1,5,0,26,0.0
24164,33.8023,-118.3888,0,3,0,26,0.0
24166,34.0493,-118.0388,7,4,0,23,1.0
24167,33.8323,-118.4298,6,4,0,26,0.0
24170,33.8483,-118.4338,10,2,0,25,0.0
24171,33.8133,-118.1398,7,2,0,26,1.0
24173,33.7773,-118.2168,8,4,0,27,0.0
24176,33.8633,-118.4338,0,4,0,24,1.0
24177,33.7623,-118.2968,0,4,0,28,0.0
24178,33.8283,-118.4208,0,4,0,26,0.0
24182,33.8693,-118.0888,3,2,0,25,1.0
24186,33.7923,-118.2728,6,4,0,25,1.0
24191,33.8993,-118.4858,9,4,0,26,0.0
24202,33.8353,-118.4108,1,2,0,25,1.0
24209,33.7873,-118.2908,2,1,0,25,1.0
24211,33.5433,-118.0948,0,1,0,53,0.0
24216,33.6413,-118.4448,0,3,0,43,0.0
24223,33.8023,-118.4518,0,1,0,30,0.0
24227,33.8673,-118.0928,0,2,0,25,0.0
24228,33.6013,-118.3438,0,2,0,44,0.0
24229,33.7663,-118.2858,5,3,0,27,0.0
24235,33.7793,-118.2148,1,4,0,27,1.0
24249,33.8203,-118.3978,1,3,0,25,1.0
24252,33.8023,-118.3698,9,4,0,26,1.0
24259,33.8583,-118.4468,7,1,0,25,0.0
24274,33.8673,-118.0988,7,2,0,24,0.0
24280,33.8633,-118.0928,8,3,0,25,0.0
24284,33.8353,-118.1398,11,4,0,24,1.0
24286,33.8733,-118.4518,3,4,0,24,0.0
24300,33.8603,-118.0908,4,4,0,25,1.0
24306,33.8153,-118.1868,4,1,0,24,0.0
24312,33.8503,-118.1158,0,2,0,24,0.0
24319,33.8713,-118.0798,10,4,0,25,0.0
24330,33.4593,-118.2838,0,2,0,58,0.0
24333,33.9513,-118.0458,0,4,0,24,0.0
24334,33.7573,-118.2578,0,4,0,28,1.0
24335,33.7703,-118.2838,0,4,0,27,0.0
24339,33.8223,-118.1588,6,1,0,24,0.0
24395,33.8803,-118.4838,1,2,0,26,0.0
24397,33.7643,-118.4128,0,2,0,31,0.0
24399,33.7813,-118.3118,4,4,0,26,0.0
24401,33.8583,-118.0858,1,4,0,26,1.0
24402,33.7703,-118.2668,0,4,0,27,0.0
24413,33.8263,-118.1188,11,4,0,26,0.0
24417,33.7983,-118.1058,0,5,0,29,1.0
24418,33.8483,-118.4858,0,5,0,29,0.0
24423,33.8113,-118.1338,11,2,0,26,0.0
24430,33.8003,-118.1268,9,3,0,28,0.0
24436,33.7663,-118.2818,3,4,0,27,0.0
24437,33.7773,-118.2278,0,4,0,27,0.0
24439,33.7623,-118.3058,0,4,0,28,0.0
24445,33.7643,-118.1918,8,3,0,29,0.0
24459,33.8503,-118.4408,5,1,0,25,0.0
24465,33.8003,-118.3758,3,2,0,26,0.0
24485,33.8523,-118.4278,3,4,0,24,0.0
24527,33.7793,-118.1008,0,2,0,31,0.0
24536,33.8523,-118.0948,2,4,0,25,0.0
24582,33.8453,-118.0688,0,3,0,28,0.0
24584,34.0283,-118.0408,4,4,0,22,1.0
24586,33.8413,-118.4188,3,4,0,25,0.0
24587,33.8023,-118.2968,2,4,0,24,0.0
24588,33.8523,-118.1118,0,4,0,24,0.0
24589,33.8133,-118.4408,0,4,0,28,0.0
24596,33.8883,-118.0738,9,3,0,25,0.0
24606,33.7903,-118.2728,8,2,0,25,0.0
24620,33.7793,-118.3738,0,1,0,28,0.0
24624,33.7853,-118.2388,0,2,0,26,1.0
24626,33.8133,-118.0948,0,3,0,28,0.0
24646,33.8633,-118.0988,9,4,0,24,1.0
24685,33.8653,-118.0838,2,3,0,25,0.0
24690,33.8003,-118.1768,1,4,0,26,0.0
24692,33.8283,-118.4338,0,4,0,27,0.0
24704,33.8283,-118.1208,10,3,0,26,1.0
24732,33.8653,-118.4618,7,1,0,26,0.0
24778,33.8283,-118.1268,7,3,0,25,0.0
24789,33.8003,-118.1548,10,4,0,26,1.0
24792,33.8653,-118.4408,2,4,0,24,1.0
24793,33.8053,-118.1698,0,4,0,25,1.0
24805,33.7773,-118.2758,3,4,0,26,0.0
24812,33.8583,-118.4468,2,2,0,25,0.0
24829,33.8433,-118.1208,1,1,0,25,1.0
24830,33.8563,-118.4468,0,1,0,25,0.0
24838,33.8003,-118.1768,4,3,0,26,0.0
24842,33.8933,-118.4968,7,1,0,27,0.0
24848,33.8373,-118.0908,6,2,0,27,0.0
24857,33.6953,-118.0838,0,3,0,39,0.0
24859,33.8113,-118.1268,9,4,0,27,0.0
24871,33.9333,-118.0478,0,2,0,24,0.0
24877,33.8003,-118.2558,8,4,0,24,0.0
24892,33.8413,-118.1228,7,4,0,25,1.0
24893,33.8713,-118.0798,6,4,0,25,1.0
24894,33.8263,-118.3958,5,4,0,25,0.0
24895,34.0433,-118.0438,3,4,0,22,0.0
24897,33.8053,-118.3758,4,2,0,26,0.0
24902,33.7913,-118.4128,9,1,0,29,0.0
24904,33.8373,-118.4338,5,4,0,26,0.0
24914,33.8373,-118.1208,7,4,0,25,1.0
24915,33.8713,-118.4618,7,4,0,25,0.0
24916,33.8323,-118.1488,4,4,0,24,1.0
24919,33.8933,-118.4838,0,4,0,26,1.0
24927,33.7903,-118.2618,6,2,0,25,1.0
24933,33.8223,-118.1618,8,4,0,24,1.0
24934,33.7943,-118.2498,7,4,0,25,0.0
24936,33.7903,-118.1998,1,4,0,26,0.0
24938,33.8283,-118.1118,0,4,0,26,0.0
24951,33.7923,-118.2838,7,4,0,25,0.0
24952,33.7923,-118.2298,4,4,0,25,0.0
24961,33.8263,-118.3788,10,3,0,24,0.0
24964,33.9233,-118.0648,1,3,0,23,0.0
24966,33.8603,-118.1158,6,4,0,23,1.0
24974,33.8603,-118.4688,0,2,0,27,0.0
24977,33.7943,-118.3548,2,4,0,26,0.0
24983,33.8053,-118.1658,7,2,0,26,0.0
24987,33.8503,-118.0948,8,3,0,26,1.0
25019,33.8153,-118.3828,8,2,0,25,0.0
25031,33.7833,-118.4108,2,4,0,29,0.0
25032,34.0413,-118.0438,0,4,0,22,0.0
25040,33.9163,-118.4818,6,3,0,24,0.0
25052,33.7773,-118.2108,10,2,0,27,1.0
25059,33.8283,-118.4318,5,4,0,27,1.0
25070,33.6803,-118.3588,0,3,0,37,0.0
25090,33.8023,-118.2688,0,4,0,24,0.0
25114,33.8053,-118.1588,3,2,0,26,0.0
25138,33.8283,-118.1468,1,2,0,24,0.0
25156,33.8223,-118.1528,0,3,0,25,0.0
25161,33.7983,-118.2708,7,1,0,24,0.0
25171,34.0753,-118.4968,0,2,0,22,0.0
25207,33.8153,-118.1378,0,1,0,26,1.0
25222,33.6543,-118.1318,0,1,0,41,0.0
25244,33.8153,-118.1488,0,1,0,25,1.0
25281,33.8583,-118.4518,4,1,0,26,0.0
25314,33.8223,-118.4038,0,2,0,25,0.0
25330,33.8223,-118.1398,7,2,0,25,0.0
25340,33.8113,-118.1698,9,4,0,25,0.0
25347,33.8673,-118.1078,4,1,0,23,1.0
25352,33.7943,-118.2168,3,2,0,25,1.0
25354,33.8113,-118.1678,1,2,0,25,1.0
25356,33.7833,-118.2878,4,3,0,26,0.0
25357,33.8053,-118.3658,11,4,0,25,0.0
25363,33.8053,-118.3548,5,1,0,25,1.0
25370,33.8673,-118.0908,2,2,0,25,0.0
25379,33.8093,-118.1528,11,1,0,26,0.0
25380,33.8093,-118.1528,8,1,0,26,0.0
25394,33.8023,-118.1078,0,3,0,29,0.0
25402,33.7703,-118.2818,0,1,0,27,0.0
25419,33.8023,-118.3658,9,1,0,26,0.0
25426,33.8023,-118.3358,4,2,0,25,1.0
25429,33.8483,-118.4238,9,3,0,24,1.0
25439,33.4533,-118.1998,0,1,0,59,0.0
25440,33.7773,-118.2498,3,2,0,26,0.0
25442,33.6443,-118.2688,0,2,0,40,0.0
25462,33.8223,-118.3888,0,2,0,25,0.0
25464,33.8003,-118.1998,10,3,0,25,0.0
25484,34.0603,-118.4968,2,4,0,22,0.0
25487,33.8203,-118.1768,10,1,0,24,0.0
25510,33.6953,-118.4238,0,6,0,38,1.0
25523,33.8453,-118.4338,4,3,0,25,1.0
25524,33.8653,-118.1058,1,3,0,24,0.0
25536,33.8153,-118.3938,2,2,0,26,0.0
25539,33.8883,-118.0588,5,3,0,26,0.0
25554,33.8993,-118.0688,6,2,0,24,0.0
25567,33.8303,-118.3978,0,1,0,24,0.0
25587,33.9293,-118.0538,8,4,0,24,1.0
25588,33.8023,-118.1848,7,4,0,25,1.0
25589,33.8733,-118.4818,6,4,0,27,0.0
25606,33.8803,-118.0778,3,3,0,25,1.0
25607,33.7853,-118.2578,1,3,0,25,1.0
25608,33.7983,-118.2968,9,1,0,24,1.0
25620,33.8413,-118.4188,0,3,0,25,0.0
25629,33.9103,-118.4898,6,3,0,25,0.0
25644,33.8373,-118.4018,8,4,0,24,0.0
25649,33.8753,-118.0948,3,4,0,24,1.0
25660,33.8353,-118.4598,5,4,0,28,0.0
25681,33.7173,-118.4108,3,4,0,35,0.0
25688,34.0083,-118.0388,7,1,0,23,0.0
25691,33.7723,-118.2368,2,1,0,27,0.0
25704,33.8053,-118.2368,1,3,0,24,1.0
25720,33.7903,-118.2108,9,1,0,26,1.0
25730,33.7773,-118.2818,4,2,0,26,0.0
25731,33.8153,-118.3888,2,2,0,25,0.0
25740,33.7853,-118.2578,0,2,0,25,0.0
25761,33.8113,-118.1618,4,3,0,25,0.0
25762,33.8003,-118.2498,0,3,0,24,1.0
25763,33.8503,-118.1208,0,3,0,24,0.0
25784,33.7943,-118.2618,3,4,0,25,1.0
25785,33.8353,-118.4338,2,4,0,26,0.0
25788,33.7833,-118.2818,9,1,0,26,1.0
25794,33.7943,-118.1698,0,2,0,26,0.0
25798,33.8153,-118.1398,0,4,0,26,0.0
25805,33.7853,-118.3008,11,3,0,26,0.0
25808,33.7683,-118.2108,6,3,0,28,1.0
